DEPTH      GR         CAL        RES90      RES10      nmrFF      nmrPerm    nmrPhie    nmrPhiT    
M          gAPI       in         ohm.m      ohm.m      Dec        md         Dec        Dec        
$Format : 11,11,11,11,11,11,11,11,11
5422.1577  16.8088    12.1646    282.2332   1950.0000  0.0772     8.1799     0.1095     0.1098     
5422.1831  16.8088    12.1792    268.5138   1950.0000  0.0772     8.1799     0.1095     0.1098     
5422.2085  16.8088    12.1938    -999.0000  -999.0000  0.0772     8.1799     0.1095     0.1098     
5422.2339  16.8088    12.1792    -999.0000  -999.0000  0.0772     8.1799     0.1095     0.1098     
5422.2593  16.8088    12.1792    -999.0000  -999.0000  0.0772     8.1799     0.1095     0.1098     
5422.2847  16.8088    12.1865    -999.0000  -999.0000  0.0772     8.1799     0.1095     0.1098     
5422.3101  15.0370    12.1938    299.8561   1950.0000  0.0764     8.2057     0.1066     0.1069     
5422.3355  15.0370    12.1719    307.8982   1950.0000  0.0764     8.2057     0.1066     0.1069     
5422.3609  15.0370    12.1737    -999.0000  -999.0000  0.0764     8.2057     0.1066     0.1069     
5422.3863  15.0370    12.1719    -999.0000  -999.0000  0.0764     8.2057     0.1066     0.1069     
5422.4117  15.0370    12.1719    -999.0000  -999.0000  0.0764     8.2057     0.1066     0.1069     
5422.4371  15.0370    12.1719    -999.0000  -999.0000  0.0764     8.2057     0.1066     0.1069     
5422.4625  15.5688    12.1628    307.1405   1950.0000  0.0722     6.6070     0.1006     0.1006     
5422.4879  15.5688    12.1865    300.8792   1907.8303  0.0722     6.6070     0.1006     0.1006     
5422.5133  15.5688    12.1938    -999.0000  -999.0000  0.0722     6.6070     0.1006     0.1006     
5422.5387  15.5688    12.1938    -999.0000  -999.0000  0.0722     6.6070     0.1006     0.1006     
5422.5641  15.5688    12.2011    -999.0000  -999.0000  0.0722     6.6070     0.1006     0.1006     
5422.5895  15.5688    12.2083    -999.0000  -999.0000  0.0722     6.6070     0.1006     0.1006     
5422.6149  16.0922    12.1938    277.1313   1847.6849  0.0638     3.5986     0.0928     0.0929     
5422.6403  16.0922    12.2229    251.9305   1751.2644  0.0638     3.5986     0.0928     0.0929     
5422.6657  16.0922    12.2083    -999.0000  -999.0000  0.0638     3.5986     0.0928     0.0929     
5422.6911  16.0922    12.2175    -999.0000  -999.0000  0.0638     3.5986     0.0928     0.0929     
5422.7165  16.0922    12.1865    -999.0000  -999.0000  0.0638     3.5986     0.0928     0.0929     
5422.7419  16.0922    12.2011    -999.0000  -999.0000  0.0638     3.5986     0.0928     0.0929     
